gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Family,OnlineService,StreamingService,FullService,security,backup,protect,support,InsuranceServices
Male,1,No,No,47,Yes,2,DSL,1,2,1,2,1,1,2,No,Bank transfer,59.6,275400.0,0,0,0,0,0,0,1,0,1,2
Female,0,No,No,11,Yes,1,DSL,1,1,2,2,1,2,1,No,Credit card,64.9,69725.0,0,0,0,0,0,0,0,1,1,2
Male,0,Yes,No,56,Yes,2,Fiber optic,1,2,1,1,2,2,1,No,Credit card,100.3,561445.0,1,0,0,1,0,0,1,0,0,1
Female,1,Yes,No,28,Yes,2,Fiber optic,1,2,2,2,2,2,0,Yes,Electronic check,110.85,320440.0,0,0,0,1,0,0,1,1,1,3
Male,0,Yes,No,61,Yes,1,DSL,2,2,1,2,2,2,2,Yes,Mailed check,81.05,474765.0,0,0,1,1,1,1,1,0,1,3
Male,0,Yes,Yes,31,Yes,2,Fiber optic,2,1,2,1,2,1,1,No,Bank transfer,98.05,308210.0,0,0,0,0,0,1,0,1,0,2
Male,0,No,No,9,Yes,1,Fiber optic,1,1,1,1,1,1,0,Yes,Electronic check,70.5,59790.0,0,0,0,0,0,0,0,0,0,0
Male,1,Yes,No,35,Yes,2,Fiber optic,2,2,1,1,1,2,0,Yes,Electronic check,94.55,336540.0,0,0,1,0,0,1,1,0,0,2
Male,0,No,No,2,Yes,1,No,0,0,0,0,0,0,0,Yes,Mailed check,19.65,3880.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,Yes,12,Yes,1,No,0,0,0,0,0,0,0,No,Mailed check,19.0,23355.0,1,0,0,0,0,0,0,0,0,0
Female,0,No,No,1,Yes,1,Fiber optic,2,1,1,1,1,1,0,No,Mailed check,75.3,7530.0,1,0,0,0,0,1,0,0,0,1
Female,1,No,No,4,Yes,2,Fiber optic,1,1,2,1,2,1,0,Yes,Electronic check,89.2,34620.0,1,0,0,0,0,0,0,1,0,1
Female,0,Yes,Yes,1,Yes,1,No,0,0,0,0,0,0,0,Yes,Mailed check,19.0,1900.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,3,Yes,1,No,0,0,0,0,0,0,0,Yes,Mailed check,20.0,6170.0,0,0,0,0,0,0,0,0,0,0
Female,1,No,No,1,Yes,2,Fiber optic,1,1,1,1,2,1,0,Yes,Electronic check,85.7,8570.0,1,0,0,0,0,0,0,0,0,0
Male,0,No,No,52,Yes,1,DSL,2,2,1,1,2,1,2,Yes,Credit card,63.25,334245.0,0,0,1,0,0,1,1,0,0,2
Male,0,Yes,Yes,5,Yes,1,No,0,0,0,0,0,0,1,No,Mailed check,20.1,8510.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,No,72,Yes,2,Fiber optic,2,2,2,1,1,2,2,Yes,Electronic check,99.15,742210.0,0,0,1,0,0,1,1,1,0,3
Male,0,Yes,Yes,71,Yes,2,DSL,2,2,2,2,2,2,2,No,Electronic check,90.4,666805.0,0,0,1,1,1,1,1,1,1,4
Male,0,Yes,No,72,Yes,2,Fiber optic,2,1,2,2,2,2,2,Yes,Credit card,111.9,807105.0,0,0,0,1,0,1,0,1,1,3
Male,0,Yes,Yes,46,Yes,2,No,0,0,0,0,0,0,1,No,Electronic check,24.9,117480.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,Yes,63,Yes,2,DSL,2,2,2,1,2,2,2,No,Credit card,83.5,543500.0,0,0,1,1,1,1,1,1,0,3
Male,0,No,No,30,Yes,1,Fiber optic,2,2,2,1,1,1,0,Yes,Credit card,84.3,243860.0,0,0,1,0,0,1,1,1,0,3
Male,0,No,No,1,Yes,1,DSL,1,1,1,1,1,1,0,No,Mailed check,45.6,4560.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,12,Yes,2,DSL,2,1,2,2,1,1,0,Yes,Mailed check,61.65,71375.0,1,0,0,0,0,1,0,1,1,3
Male,0,No,No,16,No,0,DSL,2,2,2,2,2,1,2,No,Mailed check,54.85,91615.0,0,0,1,0,0,1,1,1,1,4
Male,0,No,No,4,Yes,2,DSL,1,1,1,2,1,2,0,No,Mailed check,65.55,23720.0,0,0,0,0,0,0,0,0,1,1
Male,0,Yes,No,51,Yes,2,Fiber optic,1,2,1,1,1,2,1,Yes,Credit card,90.35,461455.0,0,0,0,0,0,0,1,0,0,1
Male,0,Yes,No,65,Yes,1,No,0,0,0,0,0,0,2,Yes,Credit card,20.4,141445.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,16,Yes,1,Fiber optic,1,1,1,2,1,1,0,Yes,Credit card,74.55,117050.0,0,0,0,0,0,0,0,0,1,1
Male,0,No,No,2,Yes,1,No,0,0,0,0,0,0,1,No,Mailed check,19.95,4770.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,Yes,66,Yes,2,Fiber optic,1,1,1,1,1,1,1,Yes,Bank transfer,74.25,485925.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,46,Yes,2,Fiber optic,1,2,2,2,2,2,2,No,Electronic check,108.65,490320.0,0,0,0,1,0,0,1,1,1,3
Female,0,No,No,32,Yes,2,Fiber optic,2,1,2,2,2,2,1,Yes,Bank transfer,109.55,360800.0,0,0,0,1,0,1,0,1,1,3
Male,0,Yes,No,72,Yes,2,DSL,2,1,2,2,2,2,2,No,Credit card,86.65,609425.0,0,0,0,1,0,1,0,1,1,3
Male,0,Yes,Yes,38,Yes,1,DSL,2,1,2,2,2,2,2,No,Credit card,81.0,308490.0,0,0,0,1,0,1,0,1,1,3
Male,0,No,Yes,51,Yes,1,DSL,1,1,1,2,1,1,1,No,Credit card,47.85,235675.0,0,0,0,0,0,0,0,0,1,1
Male,0,Yes,Yes,72,Yes,2,Fiber optic,2,2,2,2,2,2,2,No,Bank transfer,114.55,830605.0,0,0,1,1,1,1,1,1,1,4
Female,1,Yes,No,65,Yes,2,Fiber optic,2,1,2,1,2,2,0,No,Bank transfer,105.25,678640.0,1,0,0,1,0,1,0,1,0,2
Male,0,Yes,Yes,9,No,0,DSL,1,2,1,1,1,1,0,Yes,Electronic check,29.95,24895.0,1,0,0,0,0,0,1,0,0,1
Female,0,Yes,Yes,9,Yes,1,DSL,2,2,2,2,1,1,0,No,Mailed check,65.0,66305.0,1,0,1,0,0,1,1,1,1,4
Male,0,No,Yes,66,Yes,1,No,0,0,0,0,0,0,2,No,Mailed check,20.55,135710.0,0,0,0,0,0,0,0,0,0,0
Female,1,No,No,44,Yes,2,Fiber optic,2,2,2,1,2,2,1,Yes,Credit card,109.8,486035.0,0,0,1,1,1,1,1,1,0,3
Male,0,No,No,50,Yes,2,DSL,1,1,2,2,1,2,2,No,Bank transfer,69.5,341820.0,0,0,0,0,0,0,0,1,1,2
Female,0,No,No,15,Yes,2,DSL,1,1,1,1,1,1,0,No,Mailed check,48.85,63140.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,8,No,0,DSL,1,1,1,1,1,1,0,Yes,Credit card,25.25,18630.0,0,0,0,0,0,0,0,0,0,0
Female,1,No,No,66,Yes,2,Fiber optic,1,1,2,2,2,2,1,Yes,Credit card,102.85,697675.0,0,0,0,1,0,0,0,1,1,2
Female,0,No,No,57,Yes,2,Fiber optic,2,2,1,2,1,1,0,Yes,Bank transfer,87.55,488485.0,0,0,1,0,0,1,1,0,1,3
Female,0,No,No,7,Yes,2,Fiber optic,1,2,1,1,1,1,0,Yes,Bank transfer,78.55,52295.0,0,0,0,0,0,0,1,0,0,1
Male,1,Yes,Yes,10,No,0,DSL,1,1,1,1,1,2,0,Yes,Bank transfer,34.55,36260.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,62,Yes,2,Fiber optic,2,2,2,1,1,1,1,Yes,Electronic check,92.05,575580.0,0,0,1,0,0,1,1,1,0,3
Male,0,Yes,Yes,40,Yes,1,Fiber optic,1,1,2,1,2,1,1,Yes,Electronic check,85.05,335565.0,0,0,0,0,0,0,0,1,0,1
Female,0,No,No,20,Yes,1,No,0,0,0,0,0,0,2,No,Mailed check,19.7,40695.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,7,Yes,1,No,0,0,0,0,0,0,0,No,Bank transfer,20.0,13760.0,1,0,0,0,0,0,0,0,0,0
Female,0,Yes,No,25,Yes,1,Fiber optic,1,1,1,2,2,2,0,Yes,Electronic check,95.15,239570.0,0,0,0,1,0,0,0,0,1,1
Male,0,Yes,No,23,Yes,2,Fiber optic,1,2,2,1,1,1,0,No,Electronic check,84.25,196810.0,0,0,0,0,0,0,1,1,0,2
Female,1,Yes,No,66,Yes,2,Fiber optic,1,2,2,1,2,2,1,No,Credit card,104.6,681945.0,0,0,0,1,0,0,1,1,0,2
Female,1,No,No,72,Yes,2,Fiber optic,1,2,2,2,2,2,2,No,Electronic check,111.65,794345.0,0,0,0,1,0,0,1,1,1,3
Male,1,Yes,No,49,Yes,2,Fiber optic,1,2,1,1,1,2,0,No,Credit card,90.05,454725.0,1,0,0,0,0,0,1,0,0,1
Male,1,Yes,Yes,43,Yes,2,Fiber optic,1,2,2,2,2,2,0,Yes,Bank transfer,110.75,468790.0,1,0,0,1,0,0,1,1,1,3
Female,0,Yes,No,46,Yes,2,DSL,2,1,1,1,1,1,0,No,Bank transfer,55.0,247395.0,0,0,0,0,0,1,0,0,0,1
Male,0,Yes,Yes,72,Yes,2,DSL,2,2,2,2,2,2,2,No,Credit card,89.85,656290.0,0,0,1,1,1,1,1,1,1,4
Male,0,No,No,10,Yes,1,No,0,0,0,0,0,0,1,No,Mailed check,20.35,17630.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,40,No,0,DSL,2,1,1,2,2,2,1,Yes,Bank transfer,54.55,223620.0,0,0,0,1,0,1,0,0,1,2
Female,0,Yes,Yes,65,Yes,2,Fiber optic,1,2,2,1,2,2,0,Yes,Electronic check,105.5,698565.0,1,0,0,1,0,0,1,1,0,2
Male,0,No,No,31,Yes,1,Fiber optic,1,1,2,2,2,2,2,No,Bank transfer,99.45,310990.0,0,0,0,1,0,0,0,1,1,2
Female,0,Yes,No,68,Yes,2,DSL,2,2,2,2,1,1,2,No,Credit card,70.9,491135.0,0,0,1,0,0,1,1,1,1,4
Male,1,Yes,Yes,56,Yes,2,Fiber optic,2,1,2,1,2,2,1,Yes,Bank transfer,104.55,579465.0,1,0,0,1,0,1,0,1,0,2
Male,0,Yes,No,10,Yes,2,Fiber optic,1,1,1,1,1,2,0,Yes,Electronic check,85.25,85530.0,1,0,0,0,0,0,0,0,0,0
Male,0,Yes,Yes,68,Yes,2,No,0,0,0,0,0,0,2,No,Bank transfer,25.4,162020.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,Yes,43,Yes,1,DSL,1,1,1,1,2,1,0,No,Electronic check,56.15,249930.0,1,0,0,0,0,0,0,0,0,0
Male,0,No,No,1,Yes,1,Fiber optic,1,1,1,1,2,2,0,Yes,Electronic check,89.55,8955.0,1,0,0,1,0,0,0,0,0,0
Female,1,No,No,49,Yes,1,Fiber optic,1,2,2,1,1,2,1,Yes,Bank transfer,89.85,428720.0,0,0,0,0,0,0,1,1,0,2
Female,0,Yes,Yes,15,Yes,2,No,0,0,0,0,0,0,0,Yes,Electronic check,25.25,39485.0,0,0,0,0,0,0,0,0,0,0
Male,1,Yes,No,20,Yes,2,Fiber optic,1,1,1,1,2,2,0,Yes,Electronic check,94.55,189965.0,1,0,0,1,0,0,0,0,0,0
Male,0,No,No,1,Yes,1,DSL,1,1,1,1,1,1,0,Yes,Mailed check,45.7,4570.0,1,0,0,0,0,0,0,0,0,0
Male,0,Yes,Yes,50,Yes,2,DSL,1,1,2,2,2,1,1,Yes,Electronic check,69.65,344215.0,0,0,0,0,0,0,0,1,1,2
Female,1,No,No,2,Yes,2,Fiber optic,1,2,1,1,1,2,0,No,Electronic check,89.5,16150.0,1,0,0,0,0,0,1,0,0,1
Male,1,No,No,24,Yes,1,Fiber optic,1,1,1,1,1,1,0,No,Credit card,70.0,173260.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,3,Yes,1,Fiber optic,1,1,1,1,1,1,0,Yes,Bank transfer,69.55,22230.0,1,0,0,0,0,0,0,0,0,0
Female,0,No,No,1,Yes,1,Fiber optic,1,1,2,1,1,1,0,Yes,Mailed check,74.6,7460.0,1,0,0,0,0,0,0,1,0,1
Male,0,Yes,Yes,35,Yes,1,No,0,0,0,0,0,0,2,No,Mailed check,20.1,65530.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,17,Yes,2,No,0,0,0,0,0,0,0,No,Mailed check,24.8,47525.0,0,0,0,0,0,0,0,0,0,0
Female,1,No,No,8,Yes,1,No,0,0,0,0,0,0,0,No,Electronic check,19.65,16430.0,1,0,0,0,0,0,0,0,0,0
Male,0,No,No,10,Yes,1,Fiber optic,1,1,1,2,2,2,0,Yes,Credit card,95.1,86510.0,0,0,0,1,0,0,0,0,1,1
Male,0,Yes,Yes,68,Yes,2,DSL,2,2,2,2,2,2,2,Yes,Credit card,88.85,613270.0,0,0,1,1,1,1,1,1,1,4
Male,0,Yes,No,45,Yes,1,DSL,2,2,2,1,2,2,1,No,Bank transfer,78.8,359750.0,0,0,1,1,1,1,1,1,0,3
Male,0,Yes,Yes,2,Yes,1,No,0,0,0,0,0,0,1,No,Mailed check,19.85,3590.0,1,0,0,0,0,0,0,0,0,0
Male,0,Yes,No,37,Yes,1,No,0,0,0,0,0,0,0,No,Bank transfer,20.35,69765.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,4,No,0,DSL,1,1,1,1,1,1,0,Yes,Mailed check,24.25,9605.0,1,0,0,0,0,0,0,0,0,0
Female,0,No,No,10,Yes,1,DSL,1,1,1,1,1,1,0,No,Mailed check,45.25,42870.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,1,Yes,1,No,0,0,0,0,0,0,0,No,Mailed check,20.05,2005.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,Yes,65,Yes,2,DSL,2,2,1,1,1,2,2,Yes,Mailed check,69.55,445915.0,0,0,1,0,0,1,1,0,0,2
Female,0,Yes,Yes,57,Yes,1,No,0,0,0,0,0,0,2,No,Bank transfer,19.5,116760.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,3,Yes,1,Fiber optic,1,1,2,1,1,1,0,Yes,Mailed check,74.75,23810.0,0,0,0,0,0,0,0,1,0,1
Female,0,No,No,2,Yes,1,Fiber optic,1,1,1,1,1,1,0,No,Electronic check,69.65,14515.0,1,0,0,0,0,0,0,0,0,0
Male,0,No,No,49,No,0,DSL,1,1,2,1,1,1,0,Yes,Bank transfer,30.2,145310.0,0,0,0,0,0,0,0,1,0,1
Female,0,No,No,4,Yes,1,DSL,1,1,1,1,1,1,0,No,Mailed check,45.65,19105.0,1,0,0,0,0,0,0,0,0,0
Female,0,Yes,No,70,No,0,DSL,1,2,2,2,2,2,2,No,Bank transfer,57.8,403930.0,0,0,0,1,0,0,1,1,1,3
Female,0,Yes,Yes,53,Yes,1,No,0,0,0,0,0,0,1,Yes,Bank transfer,19.85,103945.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,Yes,53,Yes,2,No,0,0,0,0,0,0,2,No,Credit card,25.55,133610.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,1,Yes,2,Fiber optic,1,1,1,1,1,1,0,Yes,Mailed check,75.05,7505.0,1,0,0,0,0,0,0,0,0,0
Male,0,No,No,22,Yes,2,No,0,0,0,0,0,0,0,Yes,Credit card,24.85,49340.0,0,0,0,0,0,0,0,0,0,0
Male,1,No,No,52,No,0,DSL,1,2,1,1,2,2,0,Yes,Electronic check,49.15,255090.0,1,0,0,1,0,0,1,0,0,1
Male,1,No,No,65,Yes,2,Fiber optic,2,1,2,2,2,2,2,Yes,Electronic check,110.35,724615.0,0,0,0,1,0,1,0,1,1,3
Female,0,No,No,48,Yes,2,No,0,0,0,0,0,0,1,No,Bank transfer,24.55,120395.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,2,No,0,DSL,1,1,1,1,1,2,0,Yes,Electronic check,34.7,6225.0,1,0,0,0,0,0,0,0,0,0
Male,0,No,No,3,Yes,2,Fiber optic,1,2,2,1,2,2,0,No,Mailed check,107.95,31360.0,0,0,0,1,0,0,1,1,0,2
Male,0,Yes,No,45,Yes,2,Fiber optic,1,2,1,1,1,1,0,No,Bank transfer,81.4,377585.0,0,0,0,0,0,0,1,0,0,1
Male,0,Yes,Yes,1,Yes,1,Fiber optic,1,1,1,1,1,2,0,No,Electronic check,80.0,8000.0,1,0,0,0,0,0,0,0,0,0
Female,0,Yes,Yes,61,Yes,1,DSL,1,1,2,2,2,2,2,Yes,Bank transfer,73.8,461605.0,0,0,0,1,0,0,0,1,1,2
Male,0,No,No,3,Yes,1,DSL,2,1,1,2,2,1,0,Yes,Credit card,64.4,19565.0,0,0,0,0,0,1,0,0,1,2
Female,1,No,No,40,Yes,2,Fiber optic,1,1,2,2,2,2,1,Yes,Credit card,103.75,418840.0,0,0,0,1,0,0,0,1,1,2
Female,0,No,No,1,Yes,1,Fiber optic,1,1,1,1,1,1,0,No,Mailed check,71.1,7110.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,1,Yes,1,DSL,1,1,1,2,1,1,0,Yes,Electronic check,49.9,4990.0,0,0,0,0,0,0,0,0,1,1
Male,0,No,No,51,Yes,2,No,0,0,0,0,0,0,1,Yes,Bank transfer,24.6,126640.0,0,0,0,0,0,0,0,0,0,0
Male,1,No,No,2,Yes,1,DSL,2,1,1,1,1,1,0,Yes,Electronic check,49.25,9110.0,1,0,0,0,0,1,0,0,0,1
Male,0,No,No,52,No,0,DSL,1,2,1,1,1,1,1,No,Mailed check,30.1,162340.0,0,0,0,0,0,0,1,0,0,1
Male,0,No,No,51,Yes,2,Fiber optic,1,1,1,1,1,2,0,No,Bank transfer,83.4,414945.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,1,Yes,1,No,0,0,0,0,0,0,0,Yes,Mailed check,20.45,2045.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,Yes,31,Yes,2,DSL,2,2,1,2,1,2,1,Yes,Bank transfer,75.25,234450.0,0,0,1,0,0,1,1,0,1,3
Male,0,No,Yes,47,Yes,1,No,0,0,0,0,0,0,1,No,Credit card,20.55,101305.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,3,Yes,2,Fiber optic,1,1,1,1,1,1,0,Yes,Credit card,75.1,27070.0,1,0,0,0,0,0,0,0,0,0
Female,1,No,No,22,Yes,1,No,0,0,0,0,0,0,1,Yes,Mailed check,20.05,41700.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,No,1,Yes,1,No,0,0,0,0,0,0,0,Yes,Mailed check,20.65,2065.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,No,72,Yes,2,DSL,1,2,2,2,2,2,2,Yes,Bank transfer,85.15,631620.0,0,0,0,1,0,0,1,1,1,3
Male,0,Yes,Yes,3,Yes,1,DSL,1,1,2,1,1,1,0,Yes,Electronic check,50.15,16815.0,1,0,0,0,0,0,0,1,0,1
Male,1,Yes,Yes,47,Yes,1,Fiber optic,1,2,1,1,2,1,1,Yes,Bank transfer,84.95,401805.0,0,0,0,0,0,0,1,0,0,1
Male,0,Yes,Yes,72,Yes,2,DSL,2,1,2,2,1,1,2,Yes,Credit card,66.5,481160.0,0,0,0,0,0,1,0,1,1,3
Male,0,Yes,Yes,66,Yes,2,DSL,1,1,2,1,2,1,2,Yes,Bank transfer,63.3,418970.0,0,0,0,0,0,0,0,1,0,1
Male,0,No,No,35,Yes,2,Fiber optic,1,1,1,1,2,1,0,No,Electronic check,83.15,284845.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,29,Yes,2,Fiber optic,1,1,1,1,1,2,0,Yes,Electronic check,84.9,251620.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,2,Yes,1,No,0,0,0,0,0,0,0,Yes,Mailed check,20.55,3360.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,4,Yes,1,DSL,1,2,1,1,1,1,0,No,Mailed check,49.25,20845.0,0,0,0,0,0,0,1,0,0,1
Female,0,No,No,25,Yes,1,Fiber optic,2,2,1,1,1,1,0,Yes,Bank transfer,79.85,201535.0,1,0,1,0,0,1,1,0,0,2
Female,0,No,No,65,Yes,1,DSL,2,2,1,2,1,1,2,Yes,Mailed check,59.6,373980.0,0,0,1,0,0,1,1,0,1,3
Male,1,No,No,27,Yes,2,Fiber optic,1,2,1,2,2,2,1,Yes,Bank transfer,104.65,296400.0,0,0,0,1,0,0,1,0,1,2
Male,0,Yes,No,29,Yes,1,Fiber optic,1,1,2,1,1,1,0,Yes,Credit card,75.3,226340.0,0,0,0,0,0,0,0,1,0,1
Male,0,Yes,Yes,29,Yes,2,DSL,1,2,2,1,2,2,0,No,Credit card,80.1,221180.0,0,0,0,1,0,0,1,1,0,2
Male,0,No,No,1,Yes,1,No,0,0,0,0,0,0,0,No,Mailed check,19.55,1955.0,1,0,0,0,0,0,0,0,0,0
Female,0,Yes,No,20,Yes,1,Fiber optic,1,1,2,2,1,1,0,Yes,Mailed check,81.0,168370.0,0,0,0,0,0,0,0,1,1,2
Female,0,No,No,58,Yes,2,No,0,0,0,0,0,0,2,Yes,Credit card,24.7,151900.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,Yes,14,Yes,2,Fiber optic,2,1,1,2,1,1,0,Yes,Mailed check,86.0,116405.0,0,0,0,0,0,1,0,0,1,2
Male,0,Yes,No,72,Yes,2,No,0,0,0,0,0,0,2,No,Mailed check,25.4,171090.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,46,Yes,2,Fiber optic,2,1,1,1,2,1,0,Yes,Credit card,89.15,424555.0,0,0,0,0,0,1,0,0,0,1
Female,0,Yes,No,71,No,0,DSL,1,2,2,2,2,2,2,No,Bank transfer,58.25,414590.0,0,0,0,1,0,0,1,1,1,3
Male,0,No,No,32,Yes,2,Fiber optic,1,1,1,1,1,2,0,Yes,Bank transfer,85.65,266430.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,26,No,0,DSL,1,1,2,1,2,2,0,Yes,Credit card,50.35,127750.0,0,0,0,1,0,0,0,1,0,1
Male,1,Yes,No,68,Yes,2,Fiber optic,1,1,2,1,1,1,0,Yes,Credit card,80.35,558930.0,0,0,0,0,0,0,0,1,0,1
Male,0,Yes,Yes,2,Yes,1,No,0,0,0,0,0,0,1,No,Mailed check,20.2,3475.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,Yes,61,Yes,1,No,0,0,0,0,0,0,2,No,Credit card,20.55,130595.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,Yes,4,Yes,2,Fiber optic,1,1,1,1,1,2,0,Yes,Electronic check,85.95,38130.0,1,0,0,0,0,0,0,0,0,0
Male,0,No,No,3,Yes,1,DSL,1,1,1,1,1,1,0,Yes,Electronic check,45.35,14150.0,1,0,0,0,0,0,0,0,0,0
Male,1,Yes,No,33,Yes,2,Fiber optic,1,1,1,1,2,2,0,Yes,Electronic check,94.5,310555.0,1,0,0,1,0,0,0,0,0,0
Male,1,Yes,No,9,Yes,1,No,0,0,0,0,0,0,0,Yes,Mailed check,21.25,20455.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,22,Yes,2,No,0,0,0,0,0,0,2,No,Mailed check,26.25,60590.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,Yes,5,Yes,1,Fiber optic,1,1,1,1,2,1,0,Yes,Electronic check,80.85,35610.0,0,0,0,0,0,0,0,0,0,0
Female,1,No,No,30,Yes,2,Fiber optic,2,2,2,1,1,1,0,No,Credit card,91.7,275815.0,1,0,1,0,0,1,1,1,0,3
Male,0,No,No,65,Yes,2,DSL,1,2,2,2,1,2,2,Yes,Credit card,74.2,480565.0,0,0,0,0,0,0,1,1,1,3
Female,0,No,No,45,Yes,2,Fiber optic,1,1,2,2,1,1,0,Yes,Electronic check,87.25,394170.0,1,0,0,0,0,0,0,1,1,2
Male,0,No,No,5,Yes,1,No,0,0,0,0,0,0,0,No,Mailed check,20.35,9275.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,Yes,25,Yes,1,Fiber optic,1,2,1,1,1,1,0,Yes,Electronic check,75.5,190105.0,0,0,0,0,0,0,1,0,0,1
Female,0,Yes,Yes,72,Yes,2,Fiber optic,2,1,1,1,1,1,2,No,Bank transfer,79.05,573070.0,0,0,0,0,0,1,0,0,0,1
Female,0,Yes,No,27,Yes,2,Fiber optic,1,1,2,1,1,2,0,No,Bank transfer,90.15,242340.0,0,0,0,0,0,0,0,1,0,1
Male,0,Yes,Yes,32,No,0,DSL,1,1,2,1,2,2,0,No,Credit card,50.6,165345.0,0,0,0,1,0,0,0,1,0,1
Female,0,No,No,30,Yes,2,Fiber optic,1,2,2,2,2,2,1,No,Credit card,110.45,332705.0,0,0,0,1,0,0,1,1,1,3
Male,0,Yes,No,70,Yes,1,Fiber optic,2,2,2,2,1,2,2,No,Credit card,101.0,708550.0,0,0,1,0,0,1,1,1,1,4
Male,1,No,No,42,Yes,2,Fiber optic,1,2,1,1,1,1,0,Yes,Bank transfer,79.35,334410.0,0,0,0,0,0,0,1,0,0,1
Female,1,Yes,No,72,Yes,2,DSL,2,2,2,2,2,2,2,Yes,Bank transfer,89.85,669735.0,0,0,1,1,1,1,1,1,1,4
Female,0,No,No,47,Yes,2,DSL,2,1,2,2,1,1,2,Yes,Mailed check,65.0,287990.0,0,0,0,0,0,1,0,1,1,3
Female,0,No,No,2,Yes,1,Fiber optic,2,1,2,1,1,1,0,Yes,Electronic check,80.45,13710.0,0,0,0,0,0,1,0,1,0,2
Male,0,No,No,10,Yes,2,Fiber optic,2,1,1,1,2,2,0,No,Electronic check,98.55,100855.0,1,0,0,1,0,1,0,0,0,1
Female,0,Yes,Yes,61,Yes,2,No,0,0,0,0,0,0,2,Yes,Mailed check,24.1,155160.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,5,Yes,1,DSL,1,1,1,1,1,1,0,Yes,Credit card,44.05,20215.0,0,0,0,0,0,0,0,0,0,0
Female,1,Yes,No,72,Yes,2,Fiber optic,1,2,2,2,2,2,2,Yes,Credit card,110.8,788225.0,0,0,0,1,0,0,1,1,1,3
Male,1,Yes,Yes,72,Yes,2,Fiber optic,2,2,2,2,2,2,2,Yes,Bank transfer,114.95,819640.0,0,0,1,1,1,1,1,1,1,4
Female,1,No,No,3,Yes,1,Fiber optic,1,1,2,1,1,1,0,No,Mailed check,75.05,20290.0,0,0,0,0,0,0,0,1,0,1
Male,0,Yes,No,48,Yes,1,No,0,0,0,0,0,0,2,No,Mailed check,19.25,85510.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,63,Yes,1,Fiber optic,1,1,2,2,2,1,1,Yes,Credit card,90.05,581700.0,0,0,0,0,0,0,0,1,1,2
Female,0,No,No,27,Yes,1,DSL,2,2,1,1,1,1,0,Yes,Mailed check,56.7,165295.0,0,0,1,0,0,1,1,0,0,2
Male,0,Yes,Yes,70,Yes,1,DSL,2,2,2,1,2,2,2,Yes,Credit card,80.15,560015.0,0,0,1,1,1,1,1,1,0,3
Male,0,Yes,Yes,7,Yes,1,DSL,2,1,2,2,1,2,0,Yes,Credit card,71.35,51575.0,0,0,0,0,0,1,0,1,1,3
Male,0,No,Yes,0,Yes,1,No,0,0,0,0,0,0,2,No,Mailed check,20.25,,0,0,0,0,0,0,0,0,0,0
